video_id,video_name,topic_keywords
GPBe-oYlG1A,"ASMR MUKBANG | Fast Food, Big Mac, Chicken Nuggets, Onion Rings, Chicken Sandwich, Wings, Fries","satisfied,mess,fact,absolute,fat,physique,face,sayımızı,muslim,effort,fries,food,big,love,style,main,legend,como,much,glad,sandwich,french,good,yearly,person,addicted,binge,fresh,smile,pleasure,fit,video,first,chews,patience,cry,chicken,mac,zach choi asmr,mukbang,onion,time,outstanding,hungry,day,mukbanger,amazing,alone,thing,rings,eating,wings,lot,full,charisma,reply,asmr,zach,watch,work,happy,people,fast,disappoint,nuggets,este,polite,old,able"
U7PEYckcVZs,ASMR 😴🌙 - Personal Attention While You're Sleeping ♡✨(SLEEPY ATTENTION 💙💤✨),"boredom,sleep,queen,face,silent,sorry,brushing,thinking,bro,comment,mouth,random,love,birthday,mine,scroll,main,magical,deep,much,personal,girl,sleeping,identical,lol,good,ocd,ready,tonight,makeup,late,video,pm,timing,england,first,dirty,relaxant,due,time,entertaining,perfect,find,trying,amazing,owl,gentle,thank,attention,batala,tomorrow,omg,sleepy,new,phone,space,great,blank,reply,asmr,work,tiktok,part,bit,breath,night,well,batalas asmr,hair,heart,lipgloss"
bKDkiafC7-U,We Played Roblox Battlefield,"amount,metal,game,poly,damn,glad,smii7yplus,played,unbeatable,battle,time,actual,discernable,proximity,weekend,long,enough,dude,bridge,past,server,cinematic,quick,movie,chaotic,battlefield,love,much,brother,video,mount,incredible,effect,roblox,fun,sound,content,weekly,steam,amazing,cenematic,laugh,reply,friend,talent,many,action,fact,enemy,stream,brave,chill,feat,strong,awesome,main,job,command,comedy,loss,potential,beta,mom,thing,year,voice,people,smii,part,well,squeakin,absolute,community,talk,field,clean,funny,open,pipe,room,yelled,dnd,charge,prox,hilarious,gameplay,great,favourite"
tfAo4dNFWg8,SIDEMEN AMONG US BUT THE IMPOSTER IS SUPER SIZED,"last,among,game,brain,lannan,lachlan,round,performance,frustrating,play,glad,task,danny,one,time,behzinga,section,problem,imposter,enough,stupidness,guiding,heart,collab,crucial,bro,comment,big,rd,intense,reaction,moresidemen,third,priceless,monthly,laugh,alive,smart,vikk,reply,super,many,impostor,us,stuff,josh,entertain,impressive,tired,main,good,giant,thing,moment,meeting,emergency,sized,channel,vote,legacy,sidemen,lazar,iconic,phenomenal,man,first,funny,acid,win,day,aww,second,double,gentle,ethan,hilarious,gameplay,vik,unbelievable,crazy,next,battery,fair"
EuPIOF0LG70,The Cookie Clicker Experience,"consciousness,cookie,mark,amount,villain,form,game,kid,effort,question,cook,world,rookie,love,phase,main,experience,job,much,nond,good,dragoon,rollercoaster,true,video,large,responsible,patience,telegram,meme,trance,guy,clicker,fun,reality,time,upload,society,second,amazing,life,kind,emotional,fall,moment,year,point,lot,minute,insanity,gameplay,corner,fascinate,reply,empire,story,half,new,sanity,write,fine,determination,feedback,happy,watch,people,nice,madness,epic"
QfRMUWtIFFo,The CALL OF DUTY KILLER keeps getting better with each passing day,"sure,call,game,geometry,damn,prone,passing,bring,time,duty,mic,jev,watch,long,rewarding,ex,cinematic,release,drama,getting,love,bf,rage,launch,wrong,dam,path,video,line,cod,incredible,better,content,reply,playing,happy,fact,little,keeps,different,devs,main,good,clue,cool,dash,beta,insane,faze jev,mate,finish,killer,people,switch,well,able,rank,mode,ubisoft,community,xdefiant,lmao,update,name,willing,fan,poor,lol,man,way,vibrant,day,gameplay,great,nice,crazy,aswell,old,team,look"
-U6GRqPHB2s,The Titanfall 2 Achievements were REALLY CRAZY,"vid,ronin,ion,game,couple,world,sniper,achievement,drake,titanfall,hour,smooth,play,time,incorrect,life,pod,campaign,volkor,bit,quick,cronkle,player,loadout,love,mistake,restart,helmet,video,amazing,achievements,berserker,reply,see,master,work,prime,shit,action,gauntlet,little,passion,invisible,ability,start,fps,main,hearing,blood,course,good,drywall,addicted,exact,really,arc,licking,hot,lot,extra,reasoin,people,snipe,well,speed,mode,level,replaying,sager,today,punching,multiplayer,grenade,class,sweating,lol,month,man,way,first,funny,small,gameplay,new,great,crazy"
gMq-I0dejjE,Ice Spice & Nicki Minaj - Princess Diana (Official Music Video),"real,living,game,match,world,language,smooth,lyricism,glad,generation,wordplay,body,billboard,consistent,tomorrow,debuting,natural,express,kid,princess,flow,love,legend,much,theme,video,incredible,humble,sharp,decade,inspiration,top,feminino,reply,nicki,happy,disappoint,fact,music,classy,artist,spice,female,style,main,sir,ice,hearing,girl,rapper,good,twerking,success,voice,official,minaj,people,career,booty,absolute,confidence,matter,diana,streaming,icespicevevo,song,iconic,clean,makeup,way,funny,catchy,double,adorable,new,nostalgic,ride,legal,old,look,rap"
aW7bzd8uwyQ,Jack Black - Peaches (Directed by Cole Bennett)  The Super Mario Bros. Movie,"hard,version,living,tough,jack,brain,unrequited,tune,viral,inspiring,vocalist,generation,energy,time,mortal,limonade,watch,peachin,lyrical lemonade,movie,repeat,love,legend,much,hermoso,chart,audience,bennett,video,sense,birth,cole,genius,smart,reply,right,super,character,emotion,este,humor,many,mario,que,main,rock,good,meaning,por,least,difference,directed,move,mom,art,moment,difficult,lirical,actor,voice,people,childhood,part,masterpiece,well,able,peaches,talentoso,obsession,suit,song,black,iconic,lol,man,peach,brilliant,way,bros,day,sing,serious,fill,increible,new,example,fair"
STrWTV60Pho,Niall Horan - Ceilings (Lizzy McAlpine cover) in the Live Lounge,"appreciate,cute,horan,magic,hard,real,version,music,kinda,directioner,piece,movie,world,angelic,artist,harmony,want,princess,song,start,cover,love,lounge,main,irish,job,performance,much,tone,wonderful,spotify,nial,car,good,pick,popular,underrated,successful,way,video,beginning,live,telegram,woweeee,soft,bbcradio1vevo,combination,water,album,time,amazing,beautiful,wait,top,mcalpine,lovely,unreal,petition,lizzy,full,proud,niall,reply,great,voice,nostalgic,stunning,recognition,feedback,long,acoustic,masterpiece,singing,ceilings,fair"
aaxWvZnZEFc,Bohemian Rhapsody - Queen (Piano cover by Emily Linge),"brave,rendition,queen,classic,world,effort,cover,age,song,лаик,kitchen,impressive,wide,meeee,limit,symphony,main,emily linge,performance,fan,trading,wonderful,good,solo,silence,sensation,video,dress,emily,easy,incredible,due,sound,bravery,time,bohemian,table,day,group,tender,linge,word,amazing,beautiful,top,sing,praise,imagine,reach,thank,arrangement,proud,reply,key,great,voice,lady,vocal,piano,work,people,rhapsody,sky,soul,annual,high,talent,number,epic"
GqcR8t9DyEc,Best tiktok songs 2023 🍦 Trending tiktok 2023 ~ Tiktok viral songs,"happiness,love life lyrics,mantap,sleep,bill,music,classic,movie,oa,kill,hola,song,comment,big,awesome,name,collide,love,trending,viral,main,much,girl,wish,wonderful,lol,good,hope,person,smile,father,way,كوزبن,video,live,telegram,escapism,boy,por,energy,time,songs,day,best,bad,german,beautiful,life,abbyqohii,favor,success,app,moment,thank,edit,loud,type,reply,great,happy,people,feedback,long,slayyyyyyyyyyyy,tiktok,warm,starboy,night,inside,search,pueden,many"
6x7Sbiy5Pw0,How to SHOOT WITH POWER Regardless of your Technique,"sure,shooting,game,quality,raw,favorite,glad,mind,motion,underrated,knee,youtube,energy,football,straight,thank,coincidence,point,shoot,fundamental,ball,huge,kid,bro,much,the football folk,accurate,single,video,regardless,content,complete,amazing,training,reply,work,bloody,kick,note,stuff,future,phase,technique,style,main,free,good,chance,sub,potential,agility,thing,success,year,step,lot,mate,reason,appreciate,channel,foot,leg,man,brilliant,way,fitness,academy,beautiful,forgot,power,new,kicking,great,arm,next,high,team"
1BZ0Zb8PE68,Arsenal rescue late point in SIX-GOAL THRILLER! 🤯 | Arsenal 3-3 Southampton | EPL highlights,"last,hard,game,match,sky sports premier league,performance,defensive,shrug,battle,time,end,brilliance,football,point,draw,title,home,watch,ground,highlights,danger,heart,premier,season,southampton,zinchenko,player,goal,decent,roof,physical,thriller,easy,six,amazing,top,dominance,minute,side,reply,th,non,happy,relegation,criminal,many,strong,impressive,main,reassurance,good,late,significant,table,odegaard,unacceptable,immense,full,bar,rescue,people,league,pitch,level,important,today,classic,epl,fan,understand,capability,way,brilliant,win,arsenal,great,nice,death,whole,bottom,team"
eZy5HlgPxJw,Pro Arm Wrestler challenges people in public,"sport,crossover,sleep,fight,construction,bet,collab,match,wrestler,elbow,public,strong,furniture,raw,epic,big,human,magnus midtbø,love,technique,main,much,professional,brother,lol,turn,magnus,good,pro,odd,gap,way,cool,video,sore,one,table,guy,interesting,humble,time,worker,win,fun,knowledge,body,climbing,training,bunch,hell,year,wrestling,practice,lot,smart,power,rudimentary,reply,great,arm,monster,nice,crazy,people,fast,position,tecnique,scene,strength,stressful,challenges,opponent,shit,champion,friendly,haha"
C3vGGDT8Wn4,This Down Syndrome Bodybuilder Will Inspire You!,"huge,excuse,absolute,note,hard,compassion,physique,community,face,fortunate,dedication,kid,world,interview,speak,big,name,larry wheels,love,main,legend,respect,much,contribution,control,visibility,friendship,good,true,man,smile,bodybuilder,video,hand,inspire,fitness,guy,muscle,incredible,time,maximum,perfect,day,knowledge,inspiration,amazing,well,hell,disability,thank,young,point,lot,reply,safe,great,right,see,coordination,syndrome,dad,crazy,people,work,whole,tristyn,gym,kyle,example,many"
saGPmoEuivc,MY FIRST BOXING FIGHT... I BROKE HER NOSE!?,"past,huge,courageous,last,fight,notice,ring,multiple,community,face,hung,broke,match,challenge,question,unfortunate,impressive,close,damn,nose,week,inspiring,main,damage,job,respect,much,girl,performance,journey,understandable,short,good,mind,month,motivate,surprised,video,funny,backing,first,boy,botezlive,incredible,opportunity,fun,show,score,time,sportsmanship,day,amazing,training,boxing,michelle,year,young,full,train,proud,reply,great,centre,lady,ground,happy,people,nice,camp,part,work,champ,yin,shit,committed,many"
dN9b_jrSJ1A,"Student Accidentally Flashes Fake ID, Instantly Regrets It","sure,version,respectful,situation,quality,yesterday,choice,glad,deal,mind,angle,country,youtube,crime scene cam,time,life,red,privacy,home,long,qerious,accidentally,kid,drive,interaction,comment,mistake,authority,felony,violative,video,amazing,break,possible,reply,work,warning,dad,order,drink,face,main,job,trouble,good,cool,live,student,police,visible,honesty,thing,cop,moment,year,lot,fake,lesson,people,law,flashes,id,adult,ticket,officer,honest,regrets,instantly,lol,man,way,first,camera,due,stupid,day,address,young,serious,college,nice,example"
zAns6vl3E30,BREAKING: Inside the Matt Walsh Phone Hack,"swapping,mad,safety,fact,risk,brave,wire,frightening,tolerant,hacking,crime,sim,speaker,public,security,name,week,opponent,main,employee,hack,course,lol,good,wrong,walsh,person,comms,path,single,video,hacker,easy,know,opportunity,guy,matt,breaking,time,ben shapiro,day,upset,company,attack,shocking,bad,inside,unacceptable,life,uncomfortable,thing,grateful,med,lot,proud,smart,daily,reply,phone,plan,overdue,side,truth,right,work,safe,people,mat,woman,family,card,long,alternative,intellectual,well,reason"
LjIaeJH57-Q,Ukraine War: NATO allies 'agree Ukraine will become member',"glide,sentence,suicide,world,situation,meaningless,port,time,word,incompetence,gather,threat,problem,membership,sky news,glorious,pilot,past,doom,agree,qualification,rd,contribution,willingness,military,video,paranoid,sense,border,mile,war,reply,card,pretext,russian,many,less,category,qualify,vodka,main,bomb,equal,good,rusland,live,chance,significant,nato,army,insane,meaningful,mate,connorisswole,upgrade,part,member,allies,land,become,want,target,man,peace,open,skilled,day,ukraine,address,european,nuclear,power,plan,bunker,fuse,old,link"
Kdax_IQXZtE,Deputy PM Dominic Raab resigns over bullying report,"white,likely,fact,privilege,bullying,channel 4 news,leave,parliament,question,post,world,sunak,language,big,criticism,dominic,main,job,performance,service,ok,fury,king,deal,corruption,good,management,country,toxic,timebomb,admit,workplace,way,clear,raab,video,effective,indolence,pearl,telegram,jrm,minister,pm,violent,deputy,pore,stupid,surprise,company,conduct,bad,youth,sense,private,head,resigns,victim,lot,angry,department,remorse,throbbing,type,reply,report,story,similar,people,feedback,bully,civil,cabinet,miracle,many"
BQO0AMveaFk,"Threshold for bullying in danger of being too low, says Dominic Raab","albanian,bullying,agenda,twist,parliament,change,petty,says,comment,constructive,government,low,criticism,love,dominic,guardian news,main,shoplifting,performance,service,suggestion,rage,trouble,believe,management,parade,wrong,person,man,way,raab,funny,theft,threshold,sum,confusing,vein,budget,evacuation,document,place,decade,word,engage,head,thing,senior,joy,definition,nasty,binary,reply,report,inferior,official,work,people,problem,danger,boris,bloodsport,civil,elite,ridiculous,look"
-cgoSk_yg6k,How Do German Schools Teach About WWII?,"wwii,important,case,channel,freedom,teacher,atrocity,city,history,main,class,much,glad,unpleasant,horrible,teach,country,accurate,way,military,video,responsible,live,hand,topic,pride,student,interesting,support,time,win,day,tweak,today i found out,german,life,thing,approach,year,point,lot,school,proud,war,reply,view,monster,great,home,system,people,study,schools,bit,old,reason,many"
TEXEDyOn-4o,The Easiest Chili Garlic Noodles Ever (3 Ways),"usual,vid,amount,version,change,direct,noodles,cookbook,red,northern,livestream,family,fenhaozi,bit,skirt,freaking,粉耗子,ever,tbsp,potato,bone,big,rd,love,starch,garlic,brother,thickness,dish,uneasy,pork,fresh,video,easy,sound,third,recipe,decade,amazing,reply,side,egg,see,vinegar,instant,scratch,rice,little,josh,cook,pepper,different,main,packet,gnocchi,bomb,job,sauce,free,good,butter,powder,remix,easiest,lot,tteokbokki,steak,noodle,mat,well,delicious,korean,ways,roommate,chili,stock,curious,bulgogi,fiancee,joshua weissman,mild,oil,translation,spicy,great,spatzle,culinary,favourite,experiment,normal"
g1pb2aK2we4,How stretching actually changes your muscles - Malachy McHugh,"runner,mchugh,sport,static,lever,exercise,mobility,important,stretching,teded,changes,loose,hurt,yesterday,week,different,love,actually,main,hip,job,class,much,run,trouble,control,stretch,good,leg,motion,realization,free,yoga,way,video,many,effective,overall,muscle,guy,effect,time,dynamic,intensity,day,range,lucky,body,muscles,workout,life,movement,malachy,thing,issue,thank,injury,lot,activity,full,reply,great,see,difficulty,resiliency,work,problem,nice,position,part,people,study,maxed,strength"
C_78DM8fG6E,The Inside Story of ChatGPT’s Astonishing Potential | Greg Brockman | TED,"reasoning,structure,sentence,hard,question,world,access,advantage,development,task,bringer,irrelevant,entry,time,output,life,ted,write,problem,feedback,inside,greg,fail,keep,tutor,model,comment,service,wonderful,brockman,pandora,intelligence,incredible,answer,dynamic,cost,complete,amazing,code,reply,see,work,many,uncertainty,role,stuff,opening,future,ability,main,free,tool,intuitive,society,company,potential,beta,thing,year,nonexistent,full,difficult,astonishing,story,people,able,friendly,level,computer,chatgpt,technology,field,capability,way,first,open,artificial,new,business,great,personality,homework,ai"
GDSf2h9_39I,Why Aliens Might Already Be On Their Way To Us,"humanity,last,amount,game,question,human,limited,curly,time,design,life,expansion,empire,galaxy,planet,hole,galactic,big,love,civilization,video,drop,interesting,transmission,alive,possible,war,animation,reply,work,hair,many,us,price,civilisation,future,current,main,good,theory,grab,place,move,stellaris,thing,primitive,lot,story,pre,part,kurzgesagt – in a nutshell,star,universe,early,fusion,race,intelligent,black,alien,hope,way,idea,first,observation,contact,range,strategy,advanced,ftl,light,might,new,already,great,radio,aliens,series"
w6JXZ3GzSCQ,The Billion Dollar Scam - BBC World Service,"action,likely,awareness,promise,call,real,justice,basic,legitimate,deposit,bbc world service,terminal,world,enforcement,eye,spanish,return,love,different,flag,main,license,fund,fraud,auto,service,free,good,billion,choose,country,ashamed,decay,man,way,video,first,research,investigative,large,easy,scam,police,guy,time,dollar,day,company,money,client,kind,moral,scammer,translate,excellent,year,red,investment,victim,base,account,financial,reply,phone,opener,market,work,people,bbc,darling,journalism,criminal,team,many"
wgITHaznzkE,"What Leaked Pentagon Docs Show About Ukraine War, U.S. Spying on Allies","dispute,last,newspaper,trump,game,leaked,world,letter,statement,pipeline,mask,weapon,show,time,scale,chat,tracking,life,secrecy,danger,family,enough,size,osint,quick,illegal,correct,eye,american,big,much,leak,assange,intelligence,kingdom,nation,possible,wagner,war,reply,powerful,process,market,fast,back,friend,henry,action,pathetic,hunter,forum,democracy now,dream,government,main,endanger,ban,odd,culprit,spying,boy,tank,secret,year,assault,people,part,reason,rodger,allies,channel,docs,retirement,today,information,espionage,entire,self,week,pentagon,field,apparatus,guilty,due,thunder,alon,oil,stupid,ukraine,group,private,concern,business,monster,whole,epic"
Pnva-dZm75g,The Depressing World Of Rapper's Fake Lifestyles,"jail,real,spot,world,gangster,rich,lifestyles,wish,holiday,youtube,show,time,reality,bla,hood,life,wealth,actual,family,need,kid,bro,big,love,growth,hip,much,modest,famous,video,health,sad,gift,money,excellent,creativity,reply,work,happy,mean,back,feel,expose,little,stuff,comeback,different,style,main,rapper,free,good,depressing,person,cool,successful,society,mom,thing,success,year,story,fake,people,follow,dead,reading,noc noc,stray,leadership,hope,man,way,first,funny,day,activity,great,informative,truth,nice,crazy,rap"
F7dfwKMa_gs,Inside Central Cee’s Louis Vuitton Bag | In The Bag,"grand,comfortable,coz,earth,real,vibe,century,world,cee,run,bag,soft,breathing,energy,central,madeline,aura,inside,need,sooo,bro,sweet,comment,love,profound,thought,modest,remind,louis,flex,guy,influencer,cut,kind,alive,hemingway,reply,side,right,ramunekoi,skin,back,fact,chill,different,main,good,person,cool,british vogue,calm,drill,head,thing,year,lot,fashion,purse,extra,people,tiktok,dog,sweetest,sentimental,special,tea,frfr,cute,public,vet,name,book,lol,vuitton,mother,british,scraper,man,way,camera,know,open,win,day,aww,persona,taste,young,old,rap"
LyVlvu8BoNU,The Worst Product We’ve Tried in YEARS!,"trial,warranty,linus,basement,build,last,desk,version,sized,chassis,couple,drone,release,protect,low,main,performance,much,fan,curious,propeller,linus tech tips,standard,tube,block,cool,way,years,video,pressure,guard,house,test,open,sound,fun,water,time,pesky,ish,valve,day,entertaining,design,attempt,alex,monthly,product,well,tried,thing,thank,year,volume,subscription,full,small,pc,reply,space,great,worst,worried,similar,ground,system,external,cooler,problem,whole,part,old,look,many"
iCG_hMoURJA,Well...What A Week,"help,building,hard,world,situation,human,glad,mind,time,end,emotional,determination,kid,model,bro,eye,big,love,educate,mistake,damage,respect,much,king,improvement,video,guy,inspiration,amazing,reply,right,side,see,work,shit,many,heeeeeeeee,fact,role,strong,kindness,jj,main,hearing,journey,allot,good,comedy,person,smile,place,influence,thing,fall,lot,trusting,jj olatunji,people,clearing,well,appreciate,matter,week,fan,pakistani,hope,heskey,man,way,hail,satire,day,hell,young,light,new,dark,great,whole,old"
vdxsZMAypts,This Is Disgusting,"real,toilet,urinal,priest,age,charlie,brown,surprised,time,meth,educated,life,faul,creator,thank,point,disgusted,cable,heart,flush,awareness,stenchy,love,awake,much,goblin,thought,raunchy,video,guy,internet,german,kind,penguinz0,critical,reply,compete,non,drink,friend,shit,disgusting,face,sharing,toothbrush,random,fella,main,biopic,free,good,hubby,chance,soupeur,tinkle,potential,grit,influence,degenerate,news,tv,nun,story,morning,people,piss,unwell,cute,important,case,public,cup,name,careful,queasy,poor,overweight,hope,man,large,opportunity,day,beer,chalice,charge,major,school,trucker,drinking,death,bodily,old,delicious"
ShNcXwPwAns,Behind the Stream: Inside the Life of xQc,"stfu,vapour,basement,fact,xqc,sleep,cameraman,streamer,behind,vibe,community,stream,information,editor,utilize,strange,future,food,shelter,vapor,random,xqcll,love,main,job,much,twitch,respect,goblin,good,man,joke,idea,way,frustration,video,camera,insight,table,guy,sad,water,content,humble,inside,group,amazing,life,kind,irl,hell,actual,lot,lens,account,reply,enjoyable,great,squirrel,see,nice,work,people,genuine,enough,friend,talent,rest"
SsT8tGu-soQ,They're Trying To Steal My Car,"sure,call,counterstrike,truck,horrible,generation,country,identifiable,site,time,trying,life,weird,homie,mogul,electric,quick,salute,tiny,steal,drive,mentioning,gospel,offroad,big,love,import,mail,video,guy,fun,budget,lud,route,marketing,cow,reply,work,equivalent,tracker,curator,action,feel,sorry,airtag,dream,main,mogul mail,funky,car,ensure,good,heartwarming,cool,deserve,least,place,chinese,thing,minor,year,lot,museum,reddit,part,memewithinameme,kei,farm,donut,classic,public,talk,hope,blunt,keitora,man,first,inspire,day,second,adorable,great,next,old,look"
1WEAJ-DFkHE,"$1 vs $500,000 Plane Ticket!","happiness,sure,earth,suscrito,hacer,sigas,vs,ultimo,лучшии,hacen,plane,planting,vraiment,мистер,time,lucky,usd,flight,rompen,бист,million,page,keep,love,much,respect,peine,fresh,fun,content,amazing,este,humor,available,many,роликов,verdad,que,thrill,awesome,старания,history,main,job,за,good,person,спасибо,mrbeast,mom,success,year,crew,joy,people,bed,breath,hat,well,special,puede,existir,air,dangerous,level,ticket,озвучку,entire,motivo,estoy,mother,man,этого,beach,camera,massive,blindness,day,persona,participe,ничто,vous,excelente,tanta,increible,votre,sin,great,crazy,team,mxm"
1ZYbU82GVz4,"Relaxing Sleep Music • Deep Sleeping Music, Relaxing Music, Stress Relief, Meditation Music (Flying)","happiness,stress,sure,sleep,version,confusion,tough,world,hour,comfort,wish,mind,youtube,doubt,time,clarity,body,life,flying,thank,replace,section,watch,home,heart,peder,comment,close,love,much,relaxing,single,video,sound,sad,reply,right,happy,fine,pray,sleeping,many,blessing,fact,music,tension,com,main,deep,relief,good,person,zmlbhgde,smile,screen,por,calm,year,meditation,original,soothing relaxation,people,https,night,well,prosperity,relaxation,black,fantastic,hope,asleep,peace,day,youth,young,eachother,fill,feeling,new,dark,great,darkest"
bgtQh-O4DHQ,ASMR MUKBANG KFC FRIED CHICKEN & CHICKEN SANDWICHES & POPCORN CHICKEN & MAC N CHEESE (No Talking),"earth,real,silent,cheese,optional,evt,mac,time,crunchy,perfect,crisp,watch,bit,dude,burger,love,force,fresh,crunch,video,chicken,sound,guy,amazing,idk,fried,reply,pshit,happy,gulp,god,soul,muslim,bite,kfc,talking,dinner,main,good,slurp,ready,person,smile,thing,edit,lot,full,extra,sandwiches,zach,people,dog,bed,breath,air,honest,choi,food,popcorn,kendime,sprite,lol,drool,hope,man,first,zach choi asmr,mukbang,hungry,bad,ramazanda,asmr,great,nice,crazy,green,delicious,look"
2FGR-OspxsU,10-Minute Meditation For Healing,"happiness,help,stress,soooo,vibrational,world,heal,vibration,yrs,manage,time,word,okay,life,capable,thank,headache,proud,family,planet,bit,heart,big,love,much,thought,ease,video,health,amazing,kind,grateful,minute,alignment,reply,powerful,process,happy,listening,many,blessing,fact,little,area,random,main,journey,good,healing,thx,person,finger,linear,success,step,year,moment,snob,lot,chest,meditation,hopeless,unique,goodful,reading,today,self,hope,believe,doctor,positive,day,beautiful,everytime,great,whole,bottom,old"
n_uFzLPYDd8,[Плейлист] Успокаивающий 24-часовой плейлист джазовой музыки и звуки дождя для работы ☕🎧,"для,brain,human,hour,smooth,работы,perfect,роблю,body,life,дякую,thank,звуки,subtle,джазовой,home,прекрасную,son,in the rain,desk,relaxed,love,awake,relaxing,tempo,wonderful,просто,sway,block,guy,роботу,rainy,background,daily,reply,stunning,work,study,warm,дождя,большое,stuff,music,chill,sharing,музыки,dinner,main,за,dar,jazz,good,picture,silence,walk,спасибо,playlist,плейлист,часовой,thing,coffee,расслабиться,well,tea,channel,reading,today,cup,marriage,fantastic,book,lol,procrastination,успокаивающий,certain,water,day,find,adhd,gentle,light,behold,nice,whole,mellow"
2mgUPt2KI08,The Life of Jesus | English | Official Full HD Movie,"mouth,kidney,heal,mind,baby,one,time,end,life,curiosity,heavenly,proud,unimaginable,home,family,failure,heart,need,past,movie,gospel,struggle,love,almighty,glory,hiyaa,jesusnet,film,fun,gift,jesus,grateful,scared,reply,happy,drink,blessing,church,little,dialysis,handy,unconditional,main,hearing,girl,addiction,free,good,ready,healing,mankind,deserve,diabetes,hd,dryness,head,year,lot,full,half,story,official,part,strength,believer,savior,english,today,dandy,cup,faith,week,ill,mother,man,way,cry,first,peace,pain,day,holy,halleluyah,new,sin,dark,great,death,whole,old"
3hhPBAConqo,Watching Andrew Tate Until he Insults me,"help,humanity,associate,bruh,silent,one giant onion,idiotic,shitty,kitchen,sadness,infinite,popular,defeat,time,perfect,end,okay,long,bully,insults,humiliation,need,predator,onyinz,matrix,vessel,connor,bro,comment,love,mistake,much,heat,wrong,algorithm,everyday,video,insult,fate,guy,content,cut,schtick,laugh,smart,advice,reply,wisdom,listening,pathetic,bt,homeless,main,course,good,bald,fame,joke,live,house,onion,news,edit,denial,year,people,self,manipulate,poor,man,tate,buy,findom,asleep,generic,room,stupid,holy,andrew,translation,young,hilarious,truth,watching,fetish,old,example"
S0ICco0tMy8,Guga vs Nick DiGiovanni $1 Steak Battle!,"betrayal,default,version,match,cheese,guga foods,vs,saltbae,alot,battle,time,guga,check,threat,cooking,collab,love,respect,wonderful,dish,video,react,fun,content,cut,perfection,competition,standalone,praise,critical,reply,work,feta,tenderize,crispy,pasta,cook,future,weight,main,experience,sauce,good,butter,duo,cool,hot,lot,full,fashion,steak,mjolnir,malice,risotto,meat,cheap,mystery,aged,digiovanni,party,fry,challenge,thinking,avenger,strip,food,fan,womb,soften,basket,mother,idea,know,fitness,thin,nick,inmost,great,nice,whole,try,example"
UJPP4368So4,Police Can't Stop Self-Driving Car,"construction,liability,world,clip,stop,baby,time,input,proud,orphan,title,brood,stick,sweet,mood,love,respect,much,service,foster,delay,video,interesting,fun,cut,amazing,proper,reply,work,happy,warm,rooster,many,fact,face,technique,main,car,good,cuteness,giant,police,mom,fall,thing,year,heavy,lot,full,wake,customer,people,dog,able,cute,channel,case,daily dose of internet,despicable,name,self,control,french,man,idea,first,funny,branch,driving,day,second,bad,owl,painful,adorable,wholesome,great,manager,old,search,segment"
-SYwOAe6V_4,ASMR for Those Who Want to Sleep Soundly Now / 3Hr (No Talking),"soundly,sponge,sleep,hard,ear,world,brain,cover,hour,tape,play,variety,make,youtube,silicone,body,life,coromo sara asmr,mic,actual,subscribed,picky,hologram,press,bit,award,relaxed,durmo,comment,love,sand,video,sound,tysm,amazing,disgust,tip,squeeze,warm,fluffy,many,rough,pad,dipper,sexy,less,talking,hr,todo,good,person,finger,swimming,screen,calm,タッヒンク,thing,year,edit,coffee,bed,night,appreciate,blanket,cue,kinetic,bike,mini,want,urethane,class,hope,way,asleep,first,worth,trigger,day,brush,lecture,omg,new,asmr,helpful,nice,old"
--lQFq7XYYA,the slap but with ragdoll physics,"physics,legendary,vav,exodus,crucifixion,human,favorite,glad,social,supportive,time,ancient,thank,attention,tent,floor,egyptian,multiple,quinnthecaptain,spammer,collide,love,much,yah,thought,video,fun,brutal,object,shadow,projectile,comedic,praise,minute,vfx,animation,tip,reply,super,emotion,fine,detail,slap,fact,less,impressive,main,rock,relief,good,event,hate,insane,floppy,thing,moment,edit,half,realm,original,people,reddit,breath,well,channel,source,nail,inhuman,rewind,name,poor,hydroxyl,man,way,funny,front,hand,pain,day,oscar,second,ragdoll,hilarious,behold,cutout,mirror,sacrifice"
